,tokenized_pros,company
60900,"['new', 'mba', 'look', 'steadi', 'limit', 'career', 'execut', 'consid', 'new', 'career', 'msft', 'happi', 'manag', 'gener', 'aw', 'top', 'excut', 'inbr', 'think', 'innov', 'hereinnov', 'belong', 'compani']",microsoft
55623,"['gener', 'peopl', 'great', 'work', 'intellig', 'passion', 'benefit', 'except', 'medic', 'dental', 'cafeteria', 'health', 'option', 'varieti', 'work', 'opportun', 'quit', 'nice', 'area', 'everyon']",microsoft
1009,"['work', 'environment', 'develop']",google
4308,"['noth', 'good', 'say', 'compani', 'work', 'death', 'much', 'back', 'stab', 'polit']",google
36255,"['cultur', 'freedom', 'respons', 'brilliant', 'cowork']",netflix
52229,"['structur', 'work', 'good', 'benefit', 'great', 'locat']",microsoft
35387,"['freedom', 'start', 'cultur', 'opportun', 'take', 'risk']",facebook
35144,"['technic', 'bar', 'across', 'compani', 'realli', 'high', 'make', 'great', 'place', 'build', 'great', 'thing', 'learn', 'peer', 'ton', 'benefit', 'make', 'life', 'comfort', 'laundri', 'commut', 'shuttl', 'restaur', 'gym', 'noth', 'beat', 'surround', 'great', 'peopl']",facebook
35245,"['high', 'respons', 'day', 'one', 'high', 'power', 'day', 'one', 'compani', 'live', 'motto', 'move', 'fast', 'dont', 'afraid']",facebook
36261,"['hard', 'pleas', 'hard', 'maintain', 'good', 'number', 'servic', 'issu']",netflix
1855,"['micromanag', 'long', 'get', 'work', 'done', 'long', 'your', 'good', 'work', 'succeed']",google
58623,"['mani', 'opportun', 'peopl', 'great', 'motiv', 'mani', 'challeng', 'work', 'benefit', 'great']",microsoft
2888,"['tight', 'good', 'job', 'great', 'benefit']",google
34732,"['work', 'product', 'use', 'billion', 'run', 'ceo', 'execut', 'team', 'rockstar', 'mission', 'driven', 'flexibl', 'cut', 'edg', 'product', 'use', 'peopl', 'develop', 'publish', 'advertis', 'etc', 'awesom', 'perk']",facebook
2264,"['dont', 'need', 'worri', 'breakfast', 'lunch', 'dinner', 'weekday', 'nice', 'health', 'benefit', 'good', 'compani', 'cultur']",google
36294,"['low', 'bs', 'small', 'agil', 'team', 'lot', 'get', 'done', 'less', 'se', 'rest', 'lot', 'share', 'inform', 'account', 'freedom']",netflix
4156,"['lot', 'learn', 'job', 'cultur', 'uniqu', 'cowork', 'help', 'engag']",google
3659,"['incred', 'perk', 'incred', 'autonomi', 'great', 'cowork', 'good', 'pay', 'interest', 'project']",google
36531,"['great', 'place', 'highli', 'talent', 'peopl', 'work', 'time', 'time', 'impress', 'capabl', 'colleagu', 'abil', 'work', 'togeth', 'team', 'compani', 'also', 'clear', 'strategi', 'focus', 'execut', 'strategi', 'great', 'dont', 'lot', 'ancillari', 'distract']",netflix
336,"['good', 'environ', 'room', 'grow', 'train', 'good', 'manag']",google
7807,"['kreativ', 'umfeld', 'gute', 'teamstruktur', 'gute', 'imag']",google
55862,"['great', 'compani', 'work', 'great', 'salari', 'good', 'perk', 'go', 'learn', 'lot', 'dont', 'much', 'experi']",microsoft
35080,"['flat', 'org', 'structur', 'grow', 'compani', 'profession', 'opportun', 'open', 'transpar', 'leadership', 'incred', 'employe', 'perk']",facebook
3711,"['experi', 'one', 'largest', 'well', 'know', 'compani', 'world', 'great', 'locat', 'amongst', 'similar', 'mind', 'peopl']",google
4832,"['smart', 'peopl', 'great', 'benefit', 'compani', 'attitud', 'compani', 'truli', 'tri', 'evil', 'seen', 'insid', 'absolut', 'best', 'perk', 'one', 'imagin', 'hous', 'doctor', 'free', 'food', 'realli', 'gourmet', 'food', 'great', 'technolog', 'truli', 'encourag', 'innov', 'peopl', 'gener', 'respect', 'work', 'well', 'togeth']",google
35125,"['interest', 'work', 'smart', 'peopl', 'great', 'environ', 'abil', 'make', 'huge', 'impact', 'short', 'period', 'time']",facebook
36407,"['hire', 'senior', 'staff', 'high', 'salari', 'benefit', 'extrem', 'agil', 'psudounlimit', 'vacat', 'polici', 'great', 'experi']",netflix
34304,"['individu', 'empow', 'make', 'impact', 'via', 'autonomi', 'manag', 'care', 'employe', 'help', 'grow', 'great', 'place', 'grow', 'career', 'smart', 'kind', 'cowork']",facebook
34429,"['engin', 'trust', 'lot', 'freedom']",facebook
34437,"['open', 'cultur', 'hierarch', 'lot', 'opportun', 'make', 'impact', 'lot', 'respect']",facebook
4611,"['workinng', 'new', 'product', 'break', 'thru', 'tech', 'area', 'dev', 'feild', 'comp', 'sc']",google
7704,"['amaz', 'perksfre', 'gym', 'food', 'best', 'young', 'fun', 'co', 'worker']",google
95,"['great', 'experi', 'good', 'peopl', 'new', 'challeng']",google
35988,"['experi', 'train', 'freedom', 'express']",netflix
35159,"['talent', 'peopl', 'everywher', 'lot', 'perk']",facebook
36335,"['complet', 'run', 'busi', 'make', 'day', 'day', 'decis', 'employe', 'hire', 'fire']",netflix
34616,"['good', 'work', 'life', 'balanc']",facebook
35337,"['smart', 'passion', 'colleagu', 'solv', 'big', 'challeng', 'technic', 'problem', 'opportun', 'make', 'instantan', 'impact', 'billion', 'peopl']",facebook
59743,"['offer', 'insight', 'great', 'place', 'work', 'varieti', 'latest', 'cut', 'edg', 'technolog', 'search', 'mobil', 'xbox', 'game', 'window', 'os', 'sql', 'cloud']",microsoft
34545,"['great', 'perk', 'benefit', 'challeng', 'posit', 'vibe']",facebook
36440,"['perform', 'base', 'better', 'perform', 'get', 'pick', 'hour', 'free', 'food', 'free', 'subcript', 'decent', 'pay', 'benefit', 'easi', 'commun', 'team', 'hr', 'loss', 'prevent']",netflix
5150,"['amaz', 'compani', 'start', 'insan', 'perk', 'incred', 'workforc', 'network', 'great', 'salari', 'huge', 'learn', 'opportun']",google
35377,"['intellectu', 'challeng', 'stimul', 'work', 'work', 'stream', 'part', 'decid', 'import', 'manag', 'handsoff', 'philosophi', 'long', 'perform', 'well', 'absolut', 'awesom', 'ton', 'opportun', 'develop', 'technic', 'commun', 'skill', 'perk', 'perk', 'perk']",facebook
35195,"['clear', 'vision', 'talent', 'divers', 'employe', 'awesom', 'benefit', 'solid', 'upper', 'manag', 'leadership']",facebook
36138,"['manag', 'amaz', 'want', 'bring', 'best', 'employe', 'help', 'drive', 'behavior', 'freedom', 'respons', 'huge', 'thing', 'get', 'lot', 'freedom', 'creat', 'path', 'success', 'cowork', 'amaz', 'everyon', 'bring', 'someth', 'els', 'tabl', 'kind', 'place', 'make', 'long', 'last', 'relationship']",netflix
35043,"['amaz', 'place', 'mani', 'way', 'benefit', 'perk', 'liter', 'best', 'possibl', 'ask', 'calib', 'peopl', 'amaz', 'well', 'fact', 'littl', 'scari', 'intimid', 'like', 'fast', 'pace', 'place', 'product', 'chang', 'overnight']",facebook
61838,"['impact', 'huge', 'number', 'peopl', 'worlwid']",microsoft
35805,"['talent', 'peopl', 'unconvent', 'work', 'style', 'peopl', 'creativ', 'profession', 'furthermor', 'keep', 'stress', 'focu', 'work', 'highest', 'effici', 'everyon', 'friendli', 'importantli', 'divers', 'key', 'explor', 'power']",facebook
1190,"['there', 'polit', 'offic']",google
34304,"['individu', 'empow', 'make', 'impact', 'via', 'autonomi', 'manag', 'care', 'employe', 'help', 'grow', 'great', 'place', 'grow', 'career', 'smart', 'kind', 'cowork']",facebook
34306,"['thorough', 'interview', 'good', 'blend', 'past', 'experi', 'sourc', 'knowledg', 'convers', 'profession', 'abl', 'get', 'strong', 'understand', 'team', 'dynam', 'measur', 'success']",facebook
34653,"['great', 'food', 'smart', 'peopl', 'dont', 'take', 'work', 'home']",facebook
36036,"['high', 'perform', 'environ', 'your', 'given', 'huge', 'amount', 'respons', 'ownership', 'drive', 'work', 'your', 'abl', 'see', 'direct', 'impact', 'your', 'make', 'compani', 'result', 'compani', 'incred', 'transpar', 'everyon', 'compani', 'matter', 'level', 'could', 'tell', 'busi', 'direct', 'stun', 'colleagu', 'high', 'bar', 'hire', 'your', 'work', 'amongst', 'smart', 'driven', 'passion', 'folk']",netflix
2745,"['great', 'work', 'environ', 'great', 'perk']",google
7143,"['innov', 'user', 'top', 'prioriti', 'high', 'impact', 'job', 'get', 'influenc', 'million', 'good', 'compens', 'benefit', 'high', 'salari', 'stock', 'plan', 'vacat', 'day', 'also', 'good', 'healthcar', 'packag', 'great', 'perk', 'free', 'food', 'free', 'gym', 'free', 'pool', 'free', 'snack']",google
66981,"['flexibl', 'good', 'nice', 'averag']",microsoft
4692,"['good', 'perk', 'there', 'lot', 'smart', 'peopl', 'work', 'your', 'geek', 'like', 'youv', 'found', 'home']",google
34785,"['move', 'fast', 'work', 'smart', 'peopl', 'less', 'polit', 'open', 'cultur', 'high', 'bar', 'candid', 'even', 'compani', 'grown']",facebook
6389,"['cooper', 'outstand', 'work', 'cultur']",google
52881,"['never', 'worri', 'benefit']",microsoft
6676,"['smart', 'cowork', 'good', 'total', 'salari', 'lot', 'travel']",google
2969,"['cultur', 'peopl', 'compens', 'perk', 'benefit', 'anyth', 'think']",google
1794,"['alway', 'friendli', 'talent', 'peopl', 'work', 'around', 'alway', 'find', 'someon', 'likemind', 'may', 'even', 'share', 'similar', 'hobbi']",google
36556,"['great', 'compens', 'cultur']",netflix
34702,"['great', 'resourc', 'get', 'job', 'done', 'flexibl', 'independ', 'work', 'product', 'touch', 'peopl', 'transpar', 'across', 'organ']",facebook
35534,['good'],facebook
2177,"['good', 'cultur', 'high', 'pay', 'nice', 'offic']",google
35021,"['much', 'better', 'work', 'environ', 'compani']",facebook
34489,"['smart', 'peopl', 'excit', 'work', 'fun', 'work', 'environ', 'amaz', 'employe', 'benefit']",facebook
55083,"['super', 'smart', 'peopl', 'great', 'ceo', 'good', 'busi', 'mind', 'peopl', 'great', 'strategi', 'like', 'new', 'perform', 'manag', 'system']",microsoft
1170,"['great', 'food', 'perk', 'benefit', 'locat']",google
36160,"['work', 'wonder', 'like', 'big', 'famili', 'help']",netflix
4848,"['chanc', 'work', 'smart', 'peopl', 'perk', 'benefit']",google
36599,"['great', 'technolog', 'big', 'market', 'opportun', 'make', 'great', 'compani', 'part', 'leadership', 'made', 'bad', 'move', 'pass']",netflix
35762,"['great', 'place', 'work']",facebook
36611,"['fast', 'pace', 'environ', 'lot', 'smart', 'peopl', 'minimum', 'process', 'great', 'engin', 'may', 'great', 'op', 'market', 'pay', 'would', 'seem', 'market', 'look', 'detail', 'point', 'realiz', 'market', 'ie', 'etc']",netflix
5983,"['great', 'place', 'work']",google
3237,"['best', 'work', 'place', 'great', 'environ', 'grow']",google
64246,"['industri', 'lead', 'salari', 'smart', 'peopl', 'great', 'opportun', 'make', 'impact']",microsoft
35791,"['give', 'opportun', 'build', 'career', 'way', 'would', 'like', 'amaz', 'work', 'cultur', 'support', 'help', 'colleagu']",facebook
130,"['great', 'cowork', 'great', 'benefit']",google
35577,"['great', 'place', 'aim', 'grow', 'profession', 'career', 'meet', 'excel', 'peopl', 'profession', 'driven', 'passion', 'impact', 'besid', 'incred', 'amount', 'perk', 'benefit', 'found', 'place', 'continu', 'learn', 'work', 'hard', 'problem', 'part', 'day', 'day', 'job', 'social', 'network', 'compani', 'best', 'youll', 'abl', 'interact', 'peopl', 'world', 'work', 'divers', 'set', 'challeng', 'lot', 'resourc', 'learn', 'develop', 'work', 'make', 'world', 'open', 'connect']",facebook
34423,"['autonomi', 'qualiti', 'cowork', 'competitv', 'pay', 'benefit', 'good', 'leadership', 'still', 'get', 'see', 'mark', 'quit', 'often']",facebook
7564,"['defo', 'peopl', 'bright', 'mind', 'clever', 'extrem', 'variou', 'background', 'make', 'brain', 'challeng', 'environ']",google
57160,"['decent', 'good', 'benefit', 'pay', 'well']",microsoft
6406,"['lot', 'perk', 'good', 'leadership', 'use', 'product', 'impact', 'lot', 'peopl', 'genunin', 'good', 'mission', 'improv', 'inform', 'access', 'throughout', 'world']",google
1906,"['good', 'job', 'start']",google
35780,"['everyon', 'talk', 'amaz', 'perk', 'etc', 'biggest', 'pro', 'valu', 'fact', 'good', 'realli', 'make', 'huge', 'impact', 'absolut', 'fantast', 'thing', 'go', 'fast', 'even', 'current', 'compani', 'size', 'mayb', 'even', 'faster', 'say', 'everi', 'day', 'week', 'true', 'think', 'special', 'move', 'fast', 'set', 'high', 'standard', 'perform', 'go', 'hand', 'hand', 'realli', 'good', 'employe']",facebook
3604,"['smart', 'teammat', 'perk', 'learn', 'opportun', 'your', 'ever', 'bore', 'current', 'role', 'plenti', 'new', 'project', 'interest', 'team', 'jump', 'onto']",google
3921,"['fanci', 'compani', 'learn', 'new', 'stuff']",google
34300,"['great', 'perk', 'cultur', 'place']",facebook
64669,"['great', 'place', 'shape', 'career', 'learn', 'variou', 'technolog', 'depth', 'good', 'offic', 'space', 'ambienc', 'well', 'organ', 'overal', 'good', 'talent', 'pool']",microsoft
36501,"['popul', 'realli', 'smart', 'peopl', 'work', 'hard', 'problem', 'compani', 'innov', 'time', 'time', 'open', 'cultur', 'question', 'ask', 'work', 'home', 'take', 'day', 'peopl', 'love', 'make', 'cool', 'work', 'compani', 'ad', 'subscrib', 'grow', 'financi', 'got', 'ta', 'love', 'economi', 'employe', 'get', 'free', 'eightout', 'plan', 'get', 'toward', 'travel', 'expens', 'sundanc', 'la', 'film', 'festiv', 'structur', 'salari', 'want', 'dedic', 'percentag', 'none', 'stock', 'option', 'get', 'salari', 'front', 'there', 'bonus', 'incent', 'payment', 'year']",netflix
35352,"['work', 'grow', 'fast', 'mean', 'there', 'lot', 'opportun', 'career', 'growth', 'your', 'motiv', 'cowork', 'rang', 'good', 'stupend', 'great', 'engin', 'ive', 'seen', 'sign', 'yet', 'decreas', 'qualiti', 'new', 'hire', 'product', 'incred', 'rare', 'opportun', 'build', 'product', 'use', 'th', 'world', 'popul', 'visit', 'far', 'flung', 'corner', 'world', 'walk', 'cafe', 'see', 'peopl', 'use', 'thing', 'ive', 'built', 'connect', 'friend', 'love', 'one']",facebook
1604,"['mani', 'opportun', 'insid', 'compani', 'nice', 'resum']",google
5300,"['despit', 'larg', 'size', 'still', 'great', 'compani', 'work']",google
6915,"['great', 'cultur', 'career', 'opportun', 'mention', 'canteen']",google
35731,"['fantast', 'place', 'work', 'develop', 'career', 'develop', 'person', 'invest', 'aw', 'lot']",facebook
35575,"['awesom', 'peopl', 'open', 'cultur', 'high', 'level', 'trust', 'littl', 'bs', 'bureaucraci']",facebook
35990,"['top', 'market', 'compens', 'good', 'product']",netflix
36048,"['pay', 'benifit', 'start', 'fast', 'free']",netflix
35125,"['interest', 'work', 'smart', 'peopl', 'great', 'environ', 'abil', 'make', 'huge', 'impact', 'short', 'period', 'time']",facebook
35094,"['develop', 'gener', 'technic']",facebook
36628,"['your', 'hard', 'talent', 'worker', 'place']",netflix
34966,"['amaz', 'growth', 'potenti', 'place', 'could', 'move', 'quickli', 'fast', 'everyon', 'focus', 'impact', 'time', 'worth', 'dont', 'learn', 'best', 'world', 'unbeat', 'pay', 'benefit', 'work', 'environ', 'cultur']",facebook
54234,"['biggest', 'pro', 'would', 'felt', 'like', 'famili', 'work', 'everyon', 'care', 'much', 'one', 'anoth', 'realli', 'made', 'come', 'work', 'whole', 'lot', 'better', 'day', 'day']",microsoft
4378,"['perk', 'clearli', 'huge', 'win', 'best', 'part', 'work', 'autonomi', 'given', 'real', 'impact', 'work', 'seen', 'million', 'peopl']",google
631,"['get', 'job', 'dream', 'everyon', 'there', 'lot', 'techi', 'peopl', 'around', 'ive', 'happier', 'love', 'work']",google
65519,"['environ', 'lot', 'opportun', 'job', 'mobil', 'good', 'salari', 'benefit']",microsoft
35120,"['make', 'impact', 'billion', 'peopl']",facebook
34989,"['work', 'smart', 'peopl', 'challeng', 'problem', 'learn', 'exist', 'infrastructur']",facebook
3490,"['els', 'say']",google
36192,"['none', 'mayb', 'pay', 'receiv', 'better', 'offer', 'current', 'employ']",netflix
34691,"['lot', 'flexibl', 'freedom', 'focu', 'impact', 'access', 'greatest', 'mind', 'field', 'lot', 'perk', 'benefit', 'almost', 'hard', 'take', 'advantag', 'sinc', 'mani', 'like', 'great', 'work']",facebook
58049,"['great', 'peopl', 'part', 'great', 'opportun']",microsoft
36478,"['around', 'better', 'salari', 'averag', 'flexibl', 'long', 'employ', 'good', 'leadership', 'good', 'hr', 'team', 'vacat', 'polici']",netflix
36515,"['work', 'incred', 'talent', 'peopl', 'passion', 'work', 'transpar', 'leadership', 'cultur', 'afraid', 'address', 'misstep', 'quickli', 'openli', 'metricsdriven', 'consum', 'scienc', 'cultur', 'valu', 'testabl', 'hypothes', 'number', 'ego', 'croni', 'encourag', 'maverick', 'right', 'challeng', 'anyth', 'anyon', 'respect', 'treat', 'employe', 'fulli', 'form', 'adult', 'provid', 'freedom', 'respons', 'come']",netflix
34592,"['great', 'cultur', 'strong', 'divers', 'employe', 'level', 'great', 'perk', 'facil']",facebook
35531,"['cool', 'offic', 'great', 'benefit', 'casual', 'environ', 'ps', 'cafe', 'awesom']",facebook
2780,"['amaz', 'benefit', 'cowork', 'insur', 'opportun', 'advanc', 'abil', 'travel', 'worldwid']",google
1271,"['smart', 'fun', 'cowork', 'challeng', 'work', 'motiv']",google
34622,"['food', 'free', 'alway', 'delici']",facebook
36349,"['lead', 'edg', 'technolog', 'afraid', 'thing', 'differ', 'make', 'sens', 'agil', 'low', 'process', 'overhead', 'get', 'thing', 'done', 'clear', 'focu', 'simpl', 'busi', 'model', 'clear', 'respons', 'freedom', 'deliv']",netflix
34509,"['strong', 'leadership', 'lot', 'autonomi', 'intellig', 'care', 'colleagu']",facebook
35360,"['great', 'cultur', 'peopl', 'thrill', 'that', 'infecti', 'variou', 'perk', 'dont', 'hurt', 'constantli', 'feel', 'push', 'best']",facebook
2008,"['offic', 'space', 'realli', 'nice', 'good', 'place']",google
4322,"['lot', 'smart', 'peopl', 'work']",google
1544,"['great', 'worklif', 'balanc', 'lot', 'happi', 'hour']",google
457,"['strong', 'engin', 'cultur', 'excel', 'peer', 'lot', 'learn', 'opportun']",google
5820,"['lot', 'free', 'muesli', 'brunch', 'work', 'home', 'handi', 'live', 'mar']",google
4294,"['nice', 'environ', 'work', 'great', 'peopl', 'work', 'excit', 'project', 'also', 'good', 'benefit', 'competit', 'salari']",google
64827,"['one', 'get', 'reward', 'individu', 'perform', 'good', 'stock', 'award', 'good', 'bonus']",microsoft
34429,"['engin', 'trust', 'lot', 'freedom']",facebook
35337,"['smart', 'passion', 'colleagu', 'solv', 'big', 'challeng', 'technic', 'problem', 'opportun', 'make', 'instantan', 'impact', 'billion', 'peopl']",facebook
4559,"['great', 'place', 'fresh', 'grad', 'dynam', 'full', 'energi', 'lot', 'independ', 'place', 'network', 'capabl', 'peopl', 'good', 'learn', 'cuttingedg', 'engin', 'network']",google
36269,"['pay', 'name', 'help', 'resum', 'sinc', 'peopl', 'outsid', 'know', 'bad', 'insid']",netflix
36194,"['fun', 'environ', 'young']",netflix
34986,"['free', 'food', 'smart', 'peopl', 'potenti', 'work', 'impact', 'product']",facebook
36166,"['free', 'lunch', 'breakfast', 'depend', 'part', 'time', 'full', 'time', 'posit', 'full', 'benefit', 'well']",netflix
34265,"['amaz', 'benefit', 'compani', 'back', 'anyth', 'happen', 'person', 'dont', 'think', 'truli', 'work', 'fb', 'almost', 'work', 'compani', 'work', 'hard', 'toward', 'work', 'life', 'balanc', 'senior', 'leadership', 'hurdl', 'seem', 'right', 'thing']",facebook
36178,"['freedom', 'respons', 'creativ', 'atmospher', 'free', 'lunch', 'snack']",netflix
34635,"['opportun', 'massiv', 'impact', 'world', 'talent', 'colleagu', 'resourc', 'perk']",facebook
35230,"['lot', 'autonomi', 'freedom', 'take', 'risk']",facebook
36181,"['given', 'freedom', 'think', 'best', 'compani', 'smart', 'passion', 'cowork', 'great', 'work', 'environ']",netflix
36068,"['great', 'friendli', 'fun', 'cultur', 'everyon', 'free', 'vibe', 'clearanc', 'tattoo', 'pierc', 'artsi', 'trendi', 'motif', 'part', 'everyon', 'work', 'friendli', 'great', 'attitud', 'super', 'rad', 'break', 'room', 'stock', 'free', 'gourmet', 'tea', 'coffe', 'appl', 'banana', 'popcorn', 'also', 'flat', 'screen', 'stream', 'breakroom', 'well', 'free', 'max', 'packag', 'dvd', 'time', 'stream', 'doubletim', 'holiday', 'work']",netflix
5370,"['awesom', 'compani', 'work']",google
36345,"['free', 'food', 'hand', 'lot', 'casual', 'dress', 'code', 'lot', 'peopl', 'relat']",netflix
51797,"['product', 'improv', 'still', 'work', 'well', 'across', 'desktop']",microsoft
2153,"['teamwork', 'alway', 'someon', 'help', 'competit', 'fun', 'environ', 'free', 'food', 'intellig', 'colleagu', 'everywher']",google
1924,"['met', 'lot', 'intern']",google
59395,"['salari', 'benefit', 'learn', 'opportun', 'awesom']",microsoft
66724,"['peopl', 'great', 'process', 'polish', 'develop', 'opportun', 'massiv', 'compani', 'allow', 'work', 'home', 'specif', 'manag', 'eu', 'manag', 'humanist', 'russian', 'one', 'offer', 'bunch', 'intern', 'extern', 'train', 'includ', 'foreign', 'class']",microsoft
34423,"['autonomi', 'qualiti', 'cowork', 'competitv', 'pay', 'benefit', 'good', 'leadership', 'still', 'get', 'see', 'mark', 'quit', 'often']",facebook
36391,"['higher', 'industri', 'averag', 'salari']",netflix
58563,"['great', 'benefit', 'appreci', 'good', 'work', 'opportun', 'scope', 'like', 'microcosm', 'sever', 'differ', 'product', 'compani', 'work', 'togeth', 'common', 'goal']",microsoft
50643,"['work', 'life', 'balanc', 'well', 'manag', 'lot', 'smart', 'folk', 'work', 'excel', 'benefit', 'reward', 'right', 'team', 'easi', 'switch', 'team', 'intern']",microsoft
6288,"['someth', 'wrong', 'believ', 'higher', 'power', 'youd', 'believ', 'higher', 'power', 'make', 'mistak']",google
36140,"['open', 'cultur', 'your', 'larg', 'charg', 'success', 'necessari', 'process', 'employ', 'good', 'perk', 'health', 'insur', 'free', 'lunch']",netflix
34792,"['come', 'even', 'dare', 'write', 'pro', 'long', 'list']",facebook
35027,"['great', 'opportun', 'growth', 'learn', 'amaz', 'workplac', 'cultur']",facebook
36476,"['great', 'compens', 'us', 'start', 'becam', 'household', 'name', 'best', 'benefit', 'avail', 'especi', 'vacat', 'time', 'allot', 'day', 'stock', 'option', 'realli', 'turn', 'someth', 'begin', 'abl', 'say', 'work', 'everyon', 'know']",netflix
3528,"['good', 'perk', 'ok', 'salari', 'lot', 'smart', 'peopl']",google
4011,"['brilliant', 'mind', 'lot', 'interest', 'work', 'nobodi', 'bad', 'find', 'interest', 'project', 'hard', 'move']",google
35780,"['everyon', 'talk', 'amaz', 'perk', 'etc', 'biggest', 'pro', 'valu', 'fact', 'good', 'realli', 'make', 'huge', 'impact', 'absolut', 'fantast', 'thing', 'go', 'fast', 'even', 'current', 'compani', 'size', 'mayb', 'even', 'faster', 'say', 'everi', 'day', 'week', 'true', 'think', 'special', 'move', 'fast', 'set', 'high', 'standard', 'perform', 'go', 'hand', 'hand', 'realli', 'good', 'employe']",facebook
6199,"['competit', 'compens', 'great', 'perk', 'flexibl', 'work', 'hour', 'work', 'space', 'realli', 'nice', 'well', 'great', 'manag', 'possibl', 'commun', 'idea', 'junior', 'team', 'member']",google
36198,"['well', 'want', 'success', 'crave', 'success', 'ever', 'feel', 'like', 'there', 'opportun', 'job']",netflix
35355,"['excel', 'benefit', 'fun', 'environ', 'fun', 'outing', 'event']",facebook
35230,"['lot', 'autonomi', 'freedom', 'take', 'risk']",facebook
35120,"['make', 'impact', 'billion', 'peopl']",facebook
58349,"['good', 'salari', 'flexibl', 'work', 'arrang']",microsoft
4165,"['work', 'life', 'balanc', 'great', 'beta', 'tech', 'play']",google
35049,"['open', 'cultur', 'awesom', 'campu', 'free', 'food']",facebook
4060,"['realli', 'fantast', 'place', 'work', 'get', 'engag', 'challeng', 'excit', 'problem', 'height', 'intellig', 'commun', 'passion', 'brilliant', 'peer']",google
6014,"['realli', 'good', 'compani', 'cultur', 'encourag', 'lot', 'collabor', 'learn', 'set', 'peopl', 'would', 'actual', 'get', 'work']",google
63918,"['great', 'employe', 'benefit', 'great', 'medic', 'plan']",microsoft
36470,"['leadership', 'vision', 'know', 'execut', 'compani', 'stay', 'focus', 'feel', 'like', 'work', 'togeth', 'team', 'toward', 'goal', 'even', 'thing', 'arent', 'work', 'exactli', 'right', 'peopl', 'eager', 'accept', 'advic', 'make', 'thing', 'better']",netflix
481,"['great', 'work', 'life', 'balanc', 'great', 'food']",google
35865,"['pay', 'health', 'care', 'great']",netflix
